15,20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,4,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,3,1
1,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,1
1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
