15,20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,1
1,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1
1,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
